Cpu_php,Net_In_Global,Disque_write_global,Ram_http,Net_Out_Global,Nb_connection_mysql,Nb_process_php,Cpu_http,Cpu_global,Nb_process_http
29.44,0.02,275.47,2.6,0.03,21.0,101.0,0.21,9.82,295.0
29.45,0.02,368.67,3.5,0.03,68.0,101.0,2.44,5.94,290.0
29.41,0.03,364.24,2.8,0.03,23.0,101.0,0.11,6.52,318.0
29.34,0.02,476.62,3.4,0.03,77.0,101.0,0.56,5.32,232.0
29.32,0.02,297.67,2.8,0.03,24.0,101.0,0.04,8.48,325.0
29.36,0.02,350.43,3.1,0.03,69.0,101.0,0.26,5.23,261.0
29.38,0.02,267.79,2.8,0.03,50.0,101.0,0.17,7.05,319.0
29.36,0.02,329.45,3.2,0.03,63.0,101.0,0.16,6.21,235.0
29.32,0.03,309.28,2.9,0.03,29.0,101.0,0.15,6.6,327.0
29.29,0.02,285.54,3.3,0.03,58.0,101.0,0.06,4.8,234.0
29.27,0.02,326.76,2.5,0.03,16.0,101.0,0.21,7.36,289.0
29.23,0.02,257.23,3.5,0.03,57.0,101.0,0.06,7.23,276.0
29.21,0.02,384.78,3.1,0.03,18.0,101.0,0.16,6.72,343.0
29.21,0.02,261.38,3.8,0.03,78.0,101.0,2.91,5.71,234.0
29.19,0.03,337.28,2.6,0.03,26.0,101.0,0.11,6.28,295.0
29.18,0.02,438.71,3.5,0.03,58.0,101.0,0.05,4.23,217.0
29.17,0.02,310.67,2.6,0.03,19.0,101.0,0.12,10.25,294.0
29.16,0.03,355.6,3.3,0.03,59.0,101.0,0.39,6.3,261.0
29.17,0.02,315.76,2.9,0.03,24.0,101.0,0.05,7.15,263.0
29.13,0.02,333.84,3.4,0.03,86.0,101.0,0.06,8.23,322.0
29.09,0.03,308.54,3.0,0.03,21.0,101.0,0.2,7.14,278.0
29.12,0.02,326.58,3.6,0.03,68.0,101.0,0.05,6.47,346.0
29.09,0.02,328.12,3.3,0.03,28.0,101.0,0.21,6.77,304.0
29.09,0.03,360.45,3.6,0.03,79.0,101.0,0.06,5.7,334.0
29.09,0.02,298.12,3.1,0.03,27.0,101.0,0.26,6.4,285.0
29.11,0.02,353.12,3.9,0.03,79.0,101.0,0.62,5.31,373.0
29.12,0.03,364.62,2.9,0.03,25.0,101.0,0.29,7.52,272.0
29.18,0.02,420.52,3.8,0.03,87.0,101.0,0.1,9.32,363.0
29.14,0.02,401.82,2.9,0.03,31.0,101.0,0.15,4.44,263.0
29.18,0.03,395.88,3.5,0.03,63.0,101.0,0.04,6.07,337.0
29.13,0.02,317.57,3.5,0.03,36.0,101.0,0.08,4.77,321.0
29.14,0.02,368.48,3.4,0.03,80.0,101.0,0.06,8.07,316.0
29.14,0.03,336.15,3.0,0.03,39.0,101.0,0.49,6.91,279.0
29.14,0.02,274.95,3.7,0.03,84.0,101.0,0.09,6.69,357.0
29.12,0.02,365.67,3.2,0.03,25.0,101.0,0.06,9.75,289.0
29.12,0.03,195.46,3.4,0.03,19.0,101.0,0.05,6.48,325.0
29.09,0.02,267.93,3.4,0.03,28.0,101.0,0.24,5.05,318.0
29.11,0.02,271.31,3.6,0.03,80.0,101.0,0.06,7.04,337.0
29.17,0.03,273.72,3.2,0.03,22.0,101.0,0.17,6.0,294.0
29.18,0.02,375.55,3.6,0.03,25.0,101.0,0.07,7.5,344.0
29.17,0.03,350.98,3.2,0.03,20.0,101.0,0.4,6.62,298.0
29.15,0.03,307.73,3.7,0.03,29.0,101.0,0.03,7.66,350.0
29.12,0.02,294.93,3.3,0.03,17.0,101.0,0.06,7.35,305.0
29.12,0.03,324.49,3.8,0.03,25.0,101.0,0.33,9.7,361.0
29.14,0.03,258.46,3.2,0.03,24.0,101.0,0.04,6.66,300.0
29.14,0.02,295.83,3.3,0.03,32.0,101.0,0.47,7.18,322.0
29.14,0.03,299.86,2.7,0.03,16.0,101.0,0.07,7.08,245.0
29.12,0.03,371.82,3.6,0.03,42.0,101.0,0.21,6.13,340.0
29.09,0.02,211.73,3.4,0.03,13.0,101.0,0.11,13.68,319.0
29.06,0.02,344.82,3.9,0.03,21.0,101.0,0.2,6.9,375.0
29.06,0.03,281.54,3.0,0.03,19.0,101.0,0.05,5.43,277.0
29.1,0.02,535.66,3.5,0.03,22.0,101.0,0.23,7.25,337.0
29.09,0.03,281.73,3.4,0.03,16.0,101.0,0.06,6.22,323.0
29.09,0.03,543.63,3.8,0.03,18.0,101.0,0.14,10.02,368.0
29.13,0.02,308.16,3.3,0.03,15.0,101.0,0.1,7.06,313.0
29.11,0.02,492.93,4.1,0.03,23.0,101.0,0.28,9.59,402.0
29.09,0.03,207.43,3.2,0.03,14.0,101.0,0.07,6.12,301.0
29.08,0.02,531.42,3.5,0.03,27.0,101.0,0.66,7.04,340.0
29.07,0.03,187.05,2.9,0.03,11.0,101.0,0.06,4.74,269.0
29.05,0.03,530.05,3.5,0.03,18.0,101.0,0.07,7.24,334.0
29.02,0.02,277.54,3.2,0.03,15.0,101.0,0.06,6.21,299.0
28.99,0.02,497.43,3.9,0.03,26.0,101.0,0.38,6.74,376.0
29.01,0.03,322.95,3.2,0.04,17.0,101.0,0.08,6.45,300.0
28.98,0.02,628.43,3.9,0.03,39.0,101.0,0.81,6.42,381.0
29.0,0.03,279.29,3.4,0.03,13.0,101.0,0.05,4.36,316.0
29.0,0.03,481.25,3.6,0.03,28.0,101.0,0.16,7.63,347.0
28.98,0.02,351.27,3.2,0.03,17.0,101.0,0.05,5.08,300.0
28.99,0.03,584.47,3.7,0.03,18.0,101.0,0.09,8.49,353.0
28.98,0.03,307.77,3.2,0.03,23.0,101.0,0.07,11.94,303.0
28.94,0.02,537.29,3.5,0.03,19.0,101.0,0.11,6.98,330.0
28.94,0.02,327.2,2.9,0.03,14.0,101.0,0.07,6.17,266.0
28.94,0.02,374.89,3.6,0.03,22.0,101.0,0.26,7.73,342.0
28.94,0.02,354.38,2.9,0.03,19.0,101.0,0.04,5.68,262.0
28.94,0.02,427.18,3.6,0.03,27.0,101.0,0.31,6.71,341.0
28.92,0.02,319.6,3.3,0.03,13.0,101.0,0.12,6.15,306.0
28.94,0.02,707.03,4.1,0.04,32.0,101.0,0.2,17.83,397.0
28.95,0.02,416.42,3.5,0.03,17.0,101.0,0.07,6.08,322.0
28.93,0.02,425.0,3.7,0.03,35.0,101.0,0.27,7.44,355.0
28.93,0.02,551.37,3.3,0.03,13.0,101.0,0.06,10.62,308.0
28.97,0.02,527.77,3.8,0.03,27.0,101.0,0.38,7.68,378.0
29.01,0.02,488.72,3.2,0.03,29.0,101.0,0.06,6.95,293.0
29.03,0.02,472.56,4.1,0.03,31.0,101.0,0.27,10.0,398.0
29.08,0.02,540.24,3.5,0.03,12.0,101.0,0.03,5.96,321.0
29.09,0.02,442.36,3.8,0.03,31.0,101.0,0.32,7.12,371.0
29.11,0.02,596.0,3.5,0.03,23.0,101.0,0.06,7.45,323.0
29.12,0.02,462.08,4.1,0.03,34.0,101.0,0.33,9.02,402.0
29.15,0.02,405.18,3.4,0.03,34.0,101.0,0.07,7.74,318.0
29.23,0.02,614.51,4.1,0.03,42.0,101.0,0.19,13.0,439.0
29.29,0.02,255.29,3.8,0.03,32.0,101.0,0.06,6.65,350.0
29.41,0.02,496.75,4.1,0.03,51.0,101.0,0.21,10.27,426.0
29.51,0.02,429.91,4.2,0.03,41.0,101.0,0.05,10.0,384.0
29.62,0.02,632.97,5.3,0.03,36.0,101.0,0.6,10.41,509.0
29.81,0.02,398.27,4.7,0.03,23.0,101.0,0.07,10.13,434.0
29.91,0.02,380.62,4.3,0.03,26.0,101.0,0.1,10.15,433.0
30.05,0.02,309.71,4.1,0.03,34.0,101.0,0.12,9.31,377.0
30.16,0.02,318.16,4.7,0.03,38.0,101.0,0.09,12.44,448.0
30.38,0.02,390.8,4.5,0.02,18.0,101.0,0.09,11.91,411.0
30.54,0.02,556.13,4.9,0.03,48.0,101.0,0.07,12.67,480.0
31.64,0.02,348.89,5.5,0.03,38.0,103.0,0.03,16.78,515.0
33.98,0.02,705.33,4.9,0.04,43.0,104.0,0.04,16.83,495.0
34.58,0.02,710.81,5.1,0.03,26.0,104.0,0.03,12.94,474.0
35.27,0.02,633.27,5.0,0.03,55.0,104.0,0.16,22.66,535.0
38.62,0.02,485.65,5.4,0.03,44.0,107.0,0.08,29.3,499.0
50.59,0.02,519.77,5.0,0.03,75.0,129.0,0.42,34.01,584.0
71.24,0.02,335.15,6.4,0.04,36.0,120.0,0.04,36.05,609.0
66.86,0.02,367.54,4.9,0.03,125.0,108.0,0.07,24.29,591.0
84.47,0.02,500.84,5.4,0.03,46.0,133.0,0.03,42.12,502.0
70.49,0.02,385.07,5.2,0.03,100.0,113.0,0.18,34.41,522.0
72.57,0.02,334.16,4.9,0.03,58.0,109.0,0.05,27.21,447.0
71.71,0.02,415.53,5.3,0.03,129.0,128.0,0.03,30.36,540.0
99.99,0.02,354.64,5.7,0.03,70.0,153.0,0.01,48.14,526.0
74.25,0.02,487.17,4.9,0.03,93.0,134.0,0.05,34.11,598.0
93.53,0.02,466.4,5.6,0.03,35.0,151.0,0.03,46.0,516.0
69.97,0.02,449.7,5.5,0.03,172.0,171.0,0.04,44.29,530.0
76.62,0.02,387.62,5.9,0.03,41.0,119.0,0.01,30.72,547.0
68.02,0.02,329.73,4.8,0.03,65.0,111.0,0.03,27.21,534.0
71.32,0.02,236.69,5.1,0.03,43.0,111.0,0.01,25.52,468.0
88.02,0.02,416.05,5.6,0.03,111.0,110.0,0.22,45.06,542.0
72.29,0.02,364.8,5.2,0.03,36.0,130.0,0.01,34.88,491.0
71.44,0.04,392.69,5.1,0.31,84.0,112.0,0.01,21.89,507.0
82.86,0.02,348.98,5.7,0.04,46.0,159.0,0.02,54.08,543.0
68.1,0.03,332.88,5.5,0.05,119.0,115.0,0.47,29.05,568.0
74.39,0.02,937.87,5.3,0.03,80.0,126.0,0.06,30.49,498.0
73.24,0.02,496.38,5.3,0.03,91.0,127.0,0.06,41.73,519.0
76.67,0.02,355.99,5.1,0.03,31.0,119.0,0.01,32.58,482.0
67.24,0.02,404.9,5.6,0.03,113.0,118.0,0.02,33.64,544.0
72.49,0.02,376.91,4.8,0.03,29.0,117.0,0.06,24.04,455.0
71.24,0.02,332.39,5.1,0.03,72.0,114.0,0.33,19.59,493.0
72.06,0.02,438.53,4.6,0.03,33.0,112.0,0.03,25.33,440.0
68.97,0.03,407.16,5.1,0.04,89.0,107.0,0.58,16.43,492.0
69.47,0.02,347.73,4.7,0.03,42.0,107.0,0.06,18.0,448.0
67.23,0.02,453.13,5.0,0.03,95.0,104.0,0.07,14.73,481.0
68.97,0.03,377.62,4.9,0.04,31.0,106.0,0.03,27.39,469.0
72.94,0.02,382.97,5.2,0.03,123.0,108.0,1.2,17.32,508.0
74.4,0.02,298.88,4.7,0.03,31.0,120.0,0.01,26.38,450.0
67.14,0.03,366.88,5.2,0.05,78.0,109.0,0.33,20.57,530.0
70.93,0.02,318.55,5.3,0.03,65.0,112.0,0.05,25.11,514.0
65.57,0.02,409.08,4.6,0.03,79.0,105.0,0.08,13.96,457.0
63.71,0.03,328.26,4.4,0.04,46.0,103.0,0.01,13.12,425.0
62.31,0.02,280.71,5.6,0.03,83.0,103.0,2.35,14.95,569.0
62.02,0.02,268.48,4.7,0.03,38.0,103.0,0.04,25.59,441.0
61.36,0.03,391.07,5.2,0.04,57.0,103.0,0.04,12.46,491.0
60.9,0.02,255.73,5.3,0.03,20.0,103.0,0.04,12.05,512.0
59.92,0.02,304.49,5.2,0.03,72.0,102.0,0.03,19.78,494.0
60.4,0.03,253.97,5.4,0.04,21.0,103.0,0.05,15.44,516.0
60.26,0.02,356.36,5.1,0.03,72.0,103.0,0.05,22.59,501.0
59.94,0.02,345.52,5.7,0.03,34.0,103.0,0.03,14.09,549.0
59.41,0.03,258.65,4.9,0.04,94.0,103.0,1.6,28.08,474.0
59.33,0.02,302.11,5.3,0.03,39.0,103.0,0.11,16.18,504.0
59.06,0.02,418.48,4.4,0.03,72.0,103.0,0.29,14.2,476.0
58.96,0.03,305.27,4.9,0.04,30.0,103.0,0.03,15.04,466.0
58.79,0.02,482.02,4.0,0.03,84.0,103.0,0.59,11.06,476.0
58.76,0.02,305.97,4.7,0.03,25.0,103.0,0.04,13.03,450.0
58.51,0.03,358.52,6.4,0.04,86.0,103.0,0.04,15.27,610.0
58.54,0.02,274.0,5.1,0.03,36.0,103.0,0.06,15.1,484.0
58.41,0.02,298.22,4.5,0.03,80.0,103.0,0.09,11.39,525.0
57.38,0.03,283.09,4.8,0.04,58.0,101.0,0.09,16.36,499.0
58.57,0.02,349.74,5.5,0.03,73.0,104.0,1.26,14.67,521.0
58.91,0.02,341.08,4.5,0.03,39.0,104.0,0.04,18.32,464.0
58.18,0.03,278.73,6.8,0.04,107.0,103.0,0.02,11.84,553.0
58.58,0.02,275.68,4.8,0.03,51.0,103.0,0.03,16.67,496.0
59.24,0.02,287.73,5.4,0.03,107.0,106.0,0.16,14.33,521.0
61.2,0.03,297.67,5.2,0.04,31.0,105.0,0.16,18.59,530.0
63.34,0.02,283.75,5.6,0.03,110.0,109.0,0.04,24.39,536.0
64.39,0.02,367.26,5.4,0.03,54.0,106.0,0.02,20.8,539.0
65.23,0.03,344.38,5.9,0.04,127.0,120.0,0.74,18.26,563.0
66.07,0.02,999.58,5.2,0.03,43.0,107.0,0.03,18.94,523.0
66.75,0.02,400.03,5.3,0.03,94.0,111.0,0.05,25.05,500.0
68.63,0.03,372.3,5.0,0.04,52.0,106.0,0.06,25.36,510.0
67.09,0.02,240.39,5.9,0.03,97.0,110.0,1.75,20.65,479.0
67.5,0.02,294.01,6.7,0.03,58.0,106.0,0.17,19.21,681.0
66.16,0.03,317.49,5.5,0.04,107.0,106.0,0.03,17.57,459.0
66.53,0.02,303.73,6.5,0.04,74.0,104.0,0.2,26.38,666.0
69.49,0.02,349.18,5.5,0.03,108.0,109.0,1.74,17.73,478.0
68.94,0.03,412.01,6.1,0.04,75.0,107.0,0.14,22.97,625.0
68.69,0.02,457.99,6.1,0.03,115.0,110.0,0.04,26.03,529.0
70.79,0.02,321.37,5.0,0.03,72.0,108.0,0.11,20.63,514.0
70.31,0.03,567.42,5.8,0.04,115.0,107.0,0.06,19.68,533.0
69.34,0.02,537.81,5.8,0.03,59.0,106.0,0.12,13.06,588.0
67.14,0.02,405.78,4.8,0.03,99.0,104.0,1.52,16.11,423.0
75.79,0.03,555.52,4.7,0.04,61.0,115.0,0.12,20.45,488.0
68.7,0.02,485.77,5.9,0.03,125.0,134.0,11.24,33.57,390.0
75.88,0.02,494.7,6.2,0.03,37.0,111.0,0.47,29.25,633.0
68.94,0.03,323.73,5.7,0.04,61.0,111.0,0.06,21.62,520.0
63.39,0.02,310.74,4.9,0.03,16.0,103.0,0.03,18.92,501.0
60.94,0.02,279.09,5.2,0.03,32.0,102.0,0.05,21.55,494.0
59.81,0.03,351.59,4.8,0.04,34.0,102.0,0.04,12.33,492.0
58.25,0.02,378.12,4.9,0.03,29.0,102.0,0.15,13.7,462.0
57.14,0.02,401.09,4.4,0.03,38.0,101.0,0.04,10.13,456.0
56.43,0.03,493.78,5.2,0.04,31.0,101.0,0.52,13.28,395.0
56.19,0.02,282.43,4.5,0.03,30.0,101.0,0.13,14.39,472.0
55.81,0.02,317.73,4.8,0.03,30.0,101.0,0.34,12.15,425.0
55.55,0.03,388.64,5.6,0.04,37.0,101.0,0.39,12.49,574.0
55.06,0.02,380.24,5.7,0.03,42.0,101.0,0.11,15.18,540.0
55.48,0.02,292.02,5.3,0.03,32.0,101.0,0.06,11.43,489.0
55.61,0.03,504.29,6.1,0.04,53.0,101.0,0.07,14.52,568.0
54.99,0.02,343.17,5.1,0.03,19.0,101.0,0.33,10.42,459.0
54.53,0.02,364.4,5.3,0.03,21.0,101.0,0.04,13.1,472.0
53.99,0.03,296.3,5.2,0.04,18.0,101.0,0.06,10.38,462.0
53.49,0.02,311.49,5.7,0.03,26.0,101.0,0.03,10.46,516.0
52.89,0.02,297.59,5.3,0.03,33.0,101.0,0.19,9.38,473.0
52.41,0.03,320.84,5.8,0.04,28.0,101.0,0.22,11.43,522.0
51.94,0.02,245.91,5.7,0.03,23.0,101.0,0.28,18.01,513.0
52.38,0.02,4212.26,6.2,0.03,48.0,102.0,0.04,10.4,565.0
50.77,0.03,236.82,4.7,0.04,16.0,101.0,0.12,6.89,416.0
50.34,0.02,417.23,4.7,0.03,27.0,101.0,0.03,7.3,417.0
49.83,0.02,248.39,4.2,0.03,15.0,101.0,0.11,6.67,376.0
49.31,0.03,345.04,5.6,0.04,35.0,101.0,0.07,10.06,514.0
48.72,0.02,279.27,3.8,0.03,21.0,101.0,0.05,7.69,328.0
48.27,0.02,341.88,4.4,0.03,31.0,101.0,0.04,9.47,405.0
47.88,0.02,293.03,4.1,0.03,12.0,101.0,0.04,7.44,366.0
47.36,0.02,500.72,4.2,0.03,56.0,101.0,0.07,7.0,388.0
46.99,0.02,287.93,4.2,0.03,19.0,101.0,0.14,6.88,385.0
46.65,0.02,397.92,4.9,0.03,66.0,101.0,0.06,10.33,471.0
46.39,0.03,343.49,4.0,0.04,22.0,101.0,0.04,7.44,360.0
46.02,0.02,505.82,4.1,0.03,77.0,101.0,0.04,8.21,390.0
45.63,0.02,370.82,4.1,0.03,14.0,102.0,0.2,5.68,375.0
44.81,0.02,437.25,3.9,0.03,57.0,101.0,0.06,13.15,411.0
44.45,0.02,330.84,4.2,0.03,32.0,101.0,0.13,8.29,387.0
44.18,0.02,387.14,4.2,0.03,65.0,101.0,0.07,9.96,399.0
43.98,0.02,160.03,4.0,0.03,17.0,101.0,0.06,5.84,358.0
43.69,0.02,437.99,4.1,0.03,72.0,101.0,0.06,15.97,419.0
43.38,0.02,343.15,4.2,0.03,30.0,101.0,0.23,5.96,383.0
43.13,0.02,421.83,4.0,0.03,67.0,101.0,0.03,7.04,396.0
42.88,0.02,311.15,3.7,0.03,29.0,101.0,0.04,4.84,333.0
42.61,0.02,447.43,4.0,0.03,69.0,101.0,0.03,6.54,406.0
42.37,0.02,369.4,4.2,0.03,26.0,101.0,0.31,6.7,385.0
42.13,0.02,368.64,4.0,0.03,64.0,101.0,0.06,8.65,407.0
41.89,0.02,309.35,3.7,0.03,12.0,101.0,0.04,6.41,337.0
41.69,0.02,377.98,4.2,0.03,66.0,101.0,0.05,7.71,434.0
41.5,0.02,329.57,4.7,0.03,17.0,101.0,0.24,5.13,426.0
41.28,0.02,434.73,4.9,0.03,65.0,101.0,0.29,7.78,472.0
41.09,0.02,368.43,4.2,0.03,22.0,101.0,0.08,6.21,377.0
40.93,0.02,473.71,4.4,0.03,66.0,101.0,0.06,8.14,424.0
40.66,0.02,326.68,4.6,0.03,19.0,101.0,0.12,5.04,418.0
40.42,0.02,453.12,4.5,0.03,76.0,101.0,0.04,10.08,479.0
40.3,0.02,395.74,4.5,0.03,22.0,101.0,0.06,5.51,406.0
40.15,0.02,508.77,4.7,0.03,70.0,101.0,0.11,8.21,462.0
39.99,0.03,340.41,4.3,0.03,24.0,101.0,0.04,6.39,392.0
39.89,0.02,346.3,5.7,0.03,68.0,101.0,0.62,8.7,559.0
39.81,0.02,346.18,4.5,0.03,21.0,101.0,0.06,7.29,407.0
39.62,0.02,450.29,4.7,0.03,67.0,101.0,0.03,9.67,465.0
39.5,0.02,387.89,4.3,0.03,24.0,101.0,0.04,9.23,388.0
39.37,0.02,516.81,4.8,0.03,141.0,165.0,0.04,31.86,452.0
34.08,0.02,368.44,4.9,0.03,14.0,102.0,0.09,6.61,455.0
33.38,0.02,381.33,4.5,0.03,67.0,102.0,0.11,7.57,449.0
33.51,0.02,342.98,4.4,0.03,27.0,101.0,0.05,11.72,412.0
32.79,0.03,483.14,4.8,0.03,54.0,101.0,0.04,9.03,485.0
33.03,0.02,404.19,4.3,0.03,14.0,101.0,0.02,10.69,412.0
32.74,0.02,509.38,4.4,0.03,79.0,101.0,0.03,9.4,444.0
32.83,0.03,405.61,4.3,0.03,22.0,101.0,0.02,6.39,411.0
32.72,0.02,405.57,3.9,0.03,69.0,101.0,0.07,7.0,408.0
32.76,0.02,380.36,4.0,0.03,26.0,101.0,0.04,6.62,385.0
32.65,0.03,401.33,4.4,0.03,61.0,101.0,0.68,7.82,529.0
32.65,0.02,329.57,4.5,0.03,24.0,101.0,0.04,5.66,424.0
32.5,0.02,478.43,4.3,0.03,65.0,101.0,0.03,9.13,445.0
32.67,0.02,504.45,4.2,0.03,23.0,101.0,0.03,6.24,384.0
32.63,0.02,411.25,3.9,0.03,68.0,101.0,0.19,17.92,422.0
32.64,0.02,415.65,4.6,0.03,16.0,101.0,0.09,5.95,439.0
32.59,0.03,499.31,3.9,0.03,68.0,101.0,0.06,7.99,472.0
32.62,0.02,411.19,4.0,0.03,28.0,101.0,0.02,5.89,357.0
32.5,0.02,490.07,3.6,0.03,66.0,101.0,0.1,10.17,345.0
32.55,0.03,391.94,3.4,0.03,11.0,101.0,0.03,6.28,357.0
32.52,0.02,417.02,4.7,0.03,81.0,101.0,0.06,5.93,391.0
32.46,0.02,446.02,3.8,0.03,38.0,101.0,0.03,9.5,390.0
32.38,0.02,400.86,4.5,0.03,78.0,101.0,0.04,7.11,429.0
32.43,0.02,362.93,4.1,0.03,43.0,101.0,0.05,5.67,423.0
32.32,0.02,522.33,4.6,0.03,88.0,101.0,0.03,8.75,396.0
32.36,0.02,425.58,4.2,0.03,32.0,101.0,0.02,6.13,437.0
32.23,0.02,442.92,4.2,0.03,78.0,101.0,0.03,9.54,398.0
32.14,0.02,600.62,3.9,0.03,17.0,101.0,0.07,6.95,403.0
32.02,0.02,450.32,4.3,0.02,75.0,101.0,0.21,7.04,429.0
32.01,0.02,387.7,3.7,0.02,28.0,101.0,0.06,8.66,390.0
31.92,0.03,431.57,4.6,0.04,79.0,101.0,0.12,6.48,447.0
31.94,0.02,359.81,4.2,0.03,18.0,101.0,0.06,5.45,432.0
31.84,0.02,384.05,4.3,0.03,88.0,101.0,0.03,10.03,426.0
31.79,0.02,370.33,3.8,0.03,25.0,101.0,0.04,8.94,395.0
31.79,0.03,442.45,4.6,0.03,79.0,101.0,0.02,6.74,442.0
31.77,0.02,362.58,4.0,0.03,22.0,101.0,0.04,11.74,414.0
31.73,0.02,600.59,4.3,0.03,78.0,101.0,0.03,8.46,375.0
31.65,0.03,312.79,4.0,0.03,20.0,101.0,0.06,6.47,415.0
31.58,0.02,10890.69,4.3,0.03,43.0,101.0,0.04,7.3,403.0
31.51,0.02,2384.89,4.4,0.03,68.0,101.0,0.02,6.47,450.0
31.54,49.55,365.48,4.6,28.79,58.0,102.0,0.02,11.52,374.0
31.08,0.02,330.79,4.0,0.03,39.0,102.0,0.04,7.53,411.0
30.78,0.02,438.7,4.5,0.03,13.0,101.0,0.22,6.93,386.0
30.63,0.02,356.53,4.0,0.03,22.0,101.0,0.06,6.04,416.0
30.61,0.02,395.07,4.4,0.03,76.0,101.0,0.06,6.38,350.0
30.55,0.02,357.08,4.1,0.03,22.0,101.0,0.04,6.57,413.0
30.57,0.02,558.35,4.5,0.03,21.0,101.0,0.06,14.16,361.0
30.44,0.02,308.49,4.0,0.03,22.0,101.0,0.04,6.81,354.0
30.54,0.02,442.24,4.2,0.03,16.0,101.0,0.04,12.73,381.0
30.49,0.02,377.1,3.6,0.03,12.0,101.0,0.03,6.85,315.0
30.5,0.02,403.25,4.7,0.03,19.0,101.0,0.14,7.2,425.0
30.49,0.02,414.18,3.7,0.03,12.0,101.0,0.03,6.75,325.0
30.49,0.02,369.78,4.6,0.03,25.0,101.0,0.15,8.69,420.0
30.48,0.02,329.44,3.6,0.03,22.0,101.0,0.02,5.99,316.0
30.48,0.02,512.59,4.6,0.03,23.0,101.0,0.23,6.89,421.0
30.44,0.02,406.32,3.8,0.03,26.0,101.0,0.03,5.89,341.0
30.45,0.02,439.68,4.5,0.03,25.0,101.0,0.31,6.66,420.0
30.45,0.02,395.98,3.7,0.03,23.0,101.0,0.05,5.28,335.0
30.46,0.03,537.94,4.5,0.03,28.0,101.0,0.14,6.94,411.0
30.39,0.02,404.12,4.0,0.03,12.0,101.0,0.06,6.8,362.0
30.38,0.02,453.95,4.4,0.03,21.0,101.0,0.19,6.17,409.0
30.31,0.02,346.94,4.2,0.03,22.0,101.0,0.14,5.54,377.0
30.31,0.02,440.84,4.6,0.03,19.0,101.0,0.15,6.05,428.0
30.32,0.02,398.01,4.0,0.03,23.0,101.0,0.01,5.52,356.0
30.34,0.03,433.43,4.5,0.03,17.0,101.0,0.06,6.14,416.0
30.34,0.02,318.55,4.1,0.03,19.0,101.0,0.05,7.01,366.0
30.32,0.02,465.88,4.3,0.03,16.0,101.0,0.07,8.4,387.0
30.29,0.02,411.05,4.0,0.03,17.0,101.0,0.03,7.02,365.0
30.23,0.02,469.02,4.4,0.03,31.0,101.0,0.21,8.43,404.0
30.21,0.02,430.76,4.1,0.03,19.0,101.0,0.04,7.94,370.0
30.21,0.03,426.02,4.6,0.03,18.0,101.0,0.09,9.64,428.0
30.19,0.02,362.18,3.9,0.03,15.0,101.0,0.04,7.18,352.0
30.21,0.02,435.77,4.4,0.03,22.0,101.0,0.06,12.9,417.0
30.22,0.02,396.32,4.1,0.03,17.0,101.0,0.07,5.88,386.0
30.22,0.02,406.93,4.4,0.03,20.0,101.0,0.18,6.21,416.0
30.17,0.02,300.7,3.8,0.03,16.0,101.0,0.04,6.29,343.0
30.11,0.02,290.05,4.3,0.03,16.0,101.0,0.29,5.25,399.0
30.14,0.02,369.5,4.3,0.03,16.0,101.0,0.09,6.33,393.0
30.12,0.02,361.28,4.9,0.03,18.0,101.0,0.12,7.59,463.0
30.06,0.02,343.91,4.1,0.03,13.0,101.0,0.06,6.48,373.0
30.08,0.02,380.23,4.7,0.03,19.0,101.0,0.38,5.36,436.0
30.06,0.02,336.05,4.0,0.03,16.0,101.0,0.06,5.95,368.0
30.07,0.02,433.61,4.9,0.03,16.0,101.0,0.34,5.94,459.0
30.05,0.02,368.64,3.9,0.03,14.0,101.0,0.03,6.17,360.0
30.04,0.02,429.34,5.1,0.03,22.0,101.0,0.44,6.83,476.0
30.03,0.02,339.93,4.0,0.03,11.0,101.0,0.06,6.47,366.0
30.06,0.02,337.93,4.6,0.03,19.0,101.0,0.05,5.86,430.0
30.0,0.02,342.41,3.7,0.03,11.0,101.0,0.02,10.03,331.0
29.99,0.02,364.65,4.2,0.03,18.0,101.0,0.07,9.63,389.0
29.99,0.02,375.71,3.7,0.03,14.0,101.0,0.05,10.09,341.0
29.94,0.02,397.32,4.7,0.03,27.0,101.0,0.04,10.34,438.0
29.93,0.02,387.38,4.2,0.03,16.0,101.0,0.06,7.54,389.0
29.92,0.03,343.2,4.2,0.03,19.0,101.0,0.06,11.11,385.0
29.89,0.02,414.69,3.5,0.03,14.0,101.0,0.03,7.41,318.0
29.88,0.02,297.1,3.9,0.03,22.0,101.0,0.29,6.33,365.0
29.85,0.02,434.61,3.6,0.03,19.0,101.0,0.07,6.69,338.0
29.88,0.02,329.01,4.2,0.03,20.0,101.0,0.19,6.37,395.0
29.85,0.02,340.05,3.3,0.03,11.0,101.0,0.06,8.19,307.0
29.86,0.02,318.77,3.9,0.03,22.0,101.0,0.28,5.26,366.0
29.84,0.02,409.32,3.7,0.03,12.0,101.0,0.06,6.0,348.0
29.84,0.02,404.43,4.3,0.03,30.0,101.0,0.04,5.41,405.0
29.79,0.02,347.76,4.4,0.03,14.0,101.0,0.03,6.65,404.0
29.81,0.02,430.95,4.3,0.03,26.0,101.0,0.12,6.32,398.0
29.8,0.02,364.28,4.0,0.03,17.0,101.0,0.04,7.71,369.0
